Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition
4789,48,Male,31,Education,4973,Excellent,High,High,0,Yes,78,High School,Divorced,0,Entry,Medium,53,No,No,Yes,Fair,High
2387,34,Female,12,Education,4791,Fair,Low,Average,1,No,54,Associate Degree,Married,1,Senior,Large,63,No,No,No,Good,High
28643,44,Female,29,Media,5397,Good,High,Below Average,1,Yes,13,Bachelor’s Degree,Divorced,3,Entry,Large,76,No,No,No,Fair,High
55707,35,Male,23,Media,5985,Fair,Medium,Below Average,0,No,28,Associate Degree,Married,1,Entry,Medium,32,Yes,No,No,Good,High
40295,35,Female,17,Healthcare,7083,Poor,High,Average,1,Yes,38,Associate Degree,Married,1,Senior,Medium,50,Yes,No,No,Fair,Low
43709,55,Female,2,Technology,8116,Fair,Medium,Average,0,Yes,47,Bachelor’s Degree,Divorced,1,Mid,Medium,79,No,No,No,Poor,Medium
11987,26,Male,4,Finance,8343,Excellent,Medium,Average,1,Yes,82,Master’s Degree,Divorced,1,Senior,Medium,25,Yes,No,No,Good,Medium
37980,28,Female,6,Media,6151,Good,Medium,High,1,Yes,79,Associate Degree,Single,3,Entry,Medium,64,Yes,No,No,Good,Low
9274,31,Female,19,Healthcare,9043,Good,Very High,Average,0,No,54,High School,Single,1,Entry,Large,29,No,No,No,Good,Low
29568,29,Male,11,Healthcare,6335,Fair,Very High,Low,0,No,67,Master’s Degree,Married,0,Entry,Large,32,No,No,No,Fair,Low
9203,53,Male,40,Education,3550,Excellent,High,High,0,No,8,High School,Married,3,Mid,Small,74,No,No,Yes,Good,Low
52522,56,Female,27,Education,5171,Excellent,Medium,Average,2,No,19,Master’s Degree,Married,2,Senior,Medium,93,No,No,No,Excellent,Low
42227,23,Female,5,Healthcare,7492,Fair,High,Below Average,2,No,86,Bachelor’s Degree,Married,0,Mid,Small,11,Yes,Yes,Yes,Excellent,High
67238,22,Male,13,Education,5143,Fair,Low,Average,2,No,88,Associate Degree,Married,0,Senior,Medium,59,No,No,No,Fair,Low
12488,57,Male,6,Technology,7420,Good,Very High,Low,0,Yes,14,Associate Degree,Married,1,Senior,Medium,75,Yes,No,No,Fair,Low
42470,32,Male,14,Technology,5763,Poor,Medium,Low,0,No,62,High School,Single,3,Senior,Medium,54,No,No,No,Good,Medium
25917,46,Female,5,Media,5545,Poor,High,Average,0,No,60,Associate Degree,Single,4,Entry,Small,33,No,No,No,Good,Low
16165,40,Female,6,Media,5966,Good,High,Average,1,No,73,Master’s Degree,Divorced,1,Mid,Medium,9,No,No,Yes,Good,Medium
66369,57,Male,37,Finance,9998,Fair,Low,Average,0,Yes,97,High School,Divorced,1,Entry,Medium,50,No,No,No,Poor,Low
374,50,Male,30,Education,4242,Fair,High,High,0,No,92,Bachelor’s Degree,Married,2,Mid,Medium,86,Yes,No,No,Good,Medium
53289,51,Male,16,Finance,7732,Fair,Low,Low,1,No,74,Master’s Degree,Single,1,Senior,Large,31,No,No,No,Good,High
5012,49,Female,37,Technology,7105,Fair,High,Average,0,Yes,91,PhD,Divorced,4,Mid,Medium,102,Yes,No,No,Fair,High
72531,29,Female,9,Education,4229,Good,Very High,High,2,No,21,Master’s Degree,Married,0,Mid,Small,65,No,No,No,Excellent,Medium
13322,24,Male,7,Media,6748,Excellent,Medium,Average,0,No,62,High School,Single,0,Entry,Large,43,No,No,No,Poor,Low
16679,43,Female,23,Technology,6201,Fair,High,Average,0,Yes,54,Bachelor’s Degree,Single,1,Entry,Medium,30,No,No,No,Good,Very High
56559,45,Female,2,Media,6107,Good,Medium,Average,0,No,61,Associate Degree,Single,4,Mid,Medium,53,No,No,No,Poor,Medium
66953,34,Female,5,Technology,8489,Good,High,High,2,No,85,Bachelor’s Degree,Divorced,1,Senior,Large,64,No,No,Yes,Fair,Low
70990,39,Male,21,Technology,9780,Good,Very High,Average,0,Yes,7,Master’s Degree,Married,2,Senior,Medium,53,No,No,No,Good,High
51171,21,Female,9,Education,6171,Fair,High,Average,1,Yes,34,High School,Married,0,Entry,Medium,50,No,No,Yes,Good,Medium
52363,26,Female,5,Education,4370,Good,Medium,Average,1,No,46,Associate Degree,Single,2,Entry,Small,60,Yes,No,Yes,Good,Low
45008,29,Female,7,Education,4145,Fair,Low,Average,0,No,55,Bachelor’s Degree,Single,1,Entry,Small,41,No,No,No,Good,Medium
30578,41,Male,22,Healthcare,7264,Excellent,Very High,Average,0,No,33,Bachelor’s Degree,Divorced,3,Entry,Small,87,No,No,No,Good,Medium
59348,51,Female,42,Media,6883,Poor,High,Average,1,Yes,33,Bachelor’s Degree,Single,1,Mid,Small,67,No,No,Yes,Good,Low
13416,19,Male,5,Media,5196,Good,Medium,Low,0,No,53,Bachelor’s Degree,Single,0,Senior,Medium,69,No,Yes,No,Poor,High
68631,57,Male,11,Healthcare,8183,Excellent,Medium,Average,1,No,33,Bachelor’s Degree,Married,1,Senior,Large,21,No,No,No,Poor,Medium
55803,39,Female,11,Media,6428,Fair,Very High,High,0,Yes,45,High School,Married,0,Entry,Medium,41,No,No,No,Poor,High
67250,24,Male,16,Healthcare,8006,Fair,Very High,Average,0,No,67,Bachelor’s Degree,Married,0,Entry,Small,68,No,No,Yes,Fair,Medium
72523,37,Male,19,Technology,8521,Poor,High,High,0,No,8,Master’s Degree,Single,2,Entry,Small,36,No,No,No,Poor,Medium
29027,21,Male,12,Healthcare,8148,Good,Very High,Average,2,No,88,Associate Degree,Married,5,Senior,Medium,62,No,No,Yes,Good,High
30098,19,Male,1,Education,4466,Excellent,High,Below Average,2,No,1,Associate Degree,Married,0,Mid,Medium,40,Yes,No,No,Good,Medium
7927,52,Female,14,Finance,9197,Fair,High,Average,2,Yes,86,Associate Degree,Single,3,Mid,Medium,46,No,No,No,Poor,Low
53634,32,Male,6,Education,3423,Good,High,Average,0,No,84,Associate Degree,Married,3,Senior,Large,37,No,No,No,Good,Medium
54072,59,Female,15,Technology,10720,Poor,Very High,High,1,No,58,Associate Degree,Divorced,0,Mid,Medium,26,No,No,No,Good,Low
36454,54,Female,29,Technology,10440,Excellent,Very High,Below Average,1,Yes,43,Associate Degree,Married,2,Mid,Medium,52,No,No,No,Good,Very High
61635,31,Male,13,Media,6430,Fair,High,Average,2,No,23,Bachelor’s Degree,Divorced,4,Mid,Medium,32,No,No,No,Fair,High
21394,25,Male,2,Education,4960,Excellent,Very High,Below Average,0,No,67,Master’s Degree,Married,1,Mid,Small,63,No,No,No,Poor,Low
44217,30,Female,11,Media,5520,Fair,High,Below Average,2,No,36,Associate Degree,Single,2,Mid,Medium,33,No,No,No,Fair,Medium
70311,35,Male,14,Education,4404,Fair,High,High,0,Yes,98,Master’s Degree,Married,0,Mid,Small,17,No,No,No,Good,Low
65203,24,Male,15,Media,6474,Fair,Medium,Average,0,Yes,50,Master’s Degree,Married,5,Mid,Small,46,Yes,No,No,Good,Low
49754,30,Female,4,Education,6713,Good,High,High,2,Yes,80,Bachelor’s Degree,Married,1,Mid,Medium,40,No,No,No,Fair,Medium
56218,40,Female,15,Technology,10222,Poor,High,High,0,No,62,Associate Degree,Divorced,3,Entry,Small,91,No,No,No,Good,Medium
14785,35,Female,13,Media,5598,Good,Very High,Low,1,No,67,Bachelor’s Degree,Married,0,Senior,Medium,65,No,No,No,Poor,High
27374,54,Male,17,Media,6354,Fair,High,Average,0,No,34,Bachelor’s Degree,Single,0,Entry,Medium,58,Yes,No,No,Good,Medium
41809,18,Male,5,Technology,9338,Excellent,High,High,1,Yes,24,Master’s Degree,Single,0,Mid,Medium,75,No,No,No,Excellent,Medium
12775,33,Male,4,Finance,8623,Poor,Medium,Below Average,0,No,3,Bachelor’s Degree,Married,3,Mid,Medium,73,No,No,No,Good,Medium
12258,19,Male,11,Media,5924,Good,High,Average,0,No,93,Associate Degree,Married,2,Mid,Large,44,No,No,No,Fair,Medium
72146,51,Male,30,Healthcare,7455,Excellent,Very High,Average,1,No,2,Master’s Degree,Single,0,Mid,Large,52,Yes,No,No,Good,High
47423,43,Female,10,Finance,12858,Good,High,High,0,Yes,91,High School,Married,1,Senior,Medium,63,No,No,No,Good,Medium
66933,37,Female,4,Finance,5662,Excellent,High,Low,0,Yes,78,High School,Single,4,Mid,Medium,9,Yes,No,No,Poor,Very High
66818,19,Male,6,Education,5662,Good,Very High,Average,0,Yes,90,Master’s Degree,Single,0,Mid,Medium,24,No,No,No,Good,Low
10836,27,Male,14,Media,4945,Good,High,Average,0,No,84,High School,Single,2,Entry,Small,68,No,No,No,Good,Medium
14967,26,Male,9,Technology,11173,Poor,Very High,Average,1,Yes,92,Master’s Degree,Single,6,Senior,Medium,15,No,No,No,Poor,High
55062,56,Female,32,Technology,9067,Good,High,High,2,Yes,16,High School,Single,1,Entry,Small,66,No,No,No,Good,Low
34167,45,Female,29,Healthcare,8295,Excellent,High,Average,0,No,92,Master’s Degree,Married,0,Senior,Large,65,Yes,No,No,Fair,Medium
33919,27,Male,1,Finance,7848,Fair,Very High,Average,0,Yes,53,High School,Married,1,Entry,Small,64,Yes,No,No,Excellent,Low
54598,40,Male,14,Finance,11045,Good,High,Average,0,No,84,Master’s Degree,Single,0,Entry,Medium,82,No,Yes,No,Poor,High
28598,55,Female,21,Media,5836,Good,Medium,Average,2,No,69,High School,Married,0,Entry,Medium,91,No,No,No,Good,Low
43231,51,Female,9,Media,5260,Good,Low,Below Average,0,No,75,Master’s Degree,Married,3,Mid,Large,57,No,No,No,Fair,Low
72298,20,Female,8,Education,3979,Good,High,High,2,No,24,Master’s Degree,Single,4,Mid,Medium,49,No,No,No,Good,High
45393,55,Female,27,Finance,3565,Fair,High,Average,0,No,99,Master’s Degree,Married,0,Entry,Small,41,Yes,No,No,Good,Medium
61974,25,Male,17,Education,4731,Fair,Medium,Below Average,1,No,77,Associate Degree,Divorced,0,Mid,Large,36,No,No,No,Good,Low
63013,32,Male,14,Finance,11385,Fair,High,Low,0,No,30,Associate Degree,Single,0,Mid,Medium,88,Yes,No,No,Good,Low
55775,38,Male,30,Healthcare,6987,Fair,High,Average,1,No,21,Bachelor’s Degree,Single,3,Entry,Large,75,No,No,No,Fair,Medium
11401,39,Female,14,Finance,8759,Excellent,Very High,Average,0,No,16,Master’s Degree,Married,0,Mid,Medium,72,No,No,No,Good,Low
53439,21,Female,1,Healthcare,9330,Fair,Very High,Average,2,No,74,High School,Single,0,Entry,Small,21,No,No,No,Good,Low
13191,44,Male,9,Education,3888,Excellent,High,Below Average,1,Yes,72,Bachelor’s Degree,Married,4,Senior,Small,34,Yes,No,No,Good,Medium
54326,34,Female,4,Finance,10988,Excellent,High,High,0,No,73,Bachelor’s Degree,Single,4,Mid,Medium,41,No,No,Yes,Fair,Low
63224,34,Female,8,Media,5807,Excellent,Medium,High,2,Yes,92,Associate Degree,Single,3,Senior,Large,85,No,No,No,Good,Medium
67191,45,Male,3,Finance,3157,Fair,Low,High,2,Yes,55,High School,Married,1,Mid,Small,8,No,No,No,Good,Medium
49165,57,Female,24,Technology,8532,Poor,Very High,High,2,Yes,33,High School,Married,0,Senior,Small,79,No,No,Yes,Good,High
58490,23,Female,8,Technology,8073,Fair,High,Average,2,Yes,39,Bachelor’s Degree,Married,3,Entry,Small,63,No,No,Yes,Poor,Medium
8298,57,Male,33,Education,4388,Poor,Medium,Below Average,1,No,45,Associate Degree,Single,1,Mid,Small,88,No,No,Yes,Good,High
7042,32,Male,6,Healthcare,8169,Excellent,Medium,Average,0,Yes,96,Associate Degree,Married,4,Senior,Medium,42,Yes,No,No,Poor,High
65968,34,Male,18,Education,4016,Good,Very High,Average,0,Yes,1,High School,Married,6,Mid,Small,94,No,No,No,Good,High
19850,58,Male,50,Finance,6822,Poor,Very High,Average,0,No,42,Master’s Degree,Married,0,Mid,Medium,76,No,No,No,Good,Medium
66455,44,Male,3,Technology,9217,Excellent,Very High,Average,0,No,18,High School,Single,0,Mid,Small,38,No,No,No,Excellent,Low
16350,18,Female,3,Education,5396,Fair,Very High,Average,1,No,52,PhD,Married,2,Mid,Large,8,No,No,No,Poor,Low
35727,55,Male,7,Healthcare,6675,Poor,Low,Average,2,Yes,63,High School,Married,0,Entry,Small,30,No,No,No,Good,High
46510,23,Male,2,Finance,7659,Good,High,High,0,No,35,Master’s Degree,Married,2,Entry,Medium,21,No,No,No,Poor,Medium
31421,32,Male,11,Healthcare,8169,Excellent,High,Average,0,Yes,77,Associate Degree,Single,3,Mid,Medium,61,No,No,No,Poor,High
9784,23,Female,9,Media,5577,Fair,Medium,Average,1,No,81,Bachelor’s Degree,Married,1,Mid,Medium,28,Yes,No,No,Fair,High
40018,52,Male,28,Healthcare,9856,Excellent,High,Average,1,Yes,13,Associate Degree,Single,1,Entry,Small,75,Yes,No,No,Good,Low
7286,43,Male,33,Education,3242,Excellent,High,Average,1,No,10,Associate Degree,Married,2,Entry,Medium,108,No,Yes,No,Excellent,Medium
59212,39,Female,29,Technology,10278,Fair,Medium,High,0,Yes,74,Associate Degree,Married,0,Entry,Medium,54,No,No,No,Fair,Medium
57364,31,Male,7,Media,5528,Poor,Very High,Average,1,No,66,Master’s Degree,Married,0,Senior,Medium,32,No,No,No,Fair,Low
49163,49,Male,12,Media,4614,Fair,High,Average,2,Yes,34,Bachelor’s Degree,Single,1,Entry,Small,18,No,No,No,Good,Low
28838,55,Male,4,Technology,7121,Fair,High,High,0,Yes,13,Associate Degree,Single,1,Mid,Large,54,No,No,No,Poor,Low
23306,36,Male,11,Technology,7764,Good,High,Average,0,No,39,PhD,Divorced,3,Senior,Medium,13,Yes,No,No,Fair,Medium
42235,28,Male,10,Healthcare,7203,Excellent,High,Average,0,Yes,56,Bachelor’s Degree,Married,1,Mid,Medium,15,No,No,No,Fair,Low
71356,54,Female,6,Media,6026,Good,Very High,Below Average,0,Yes,93,Bachelor’s Degree,Married,5,Senior,Medium,20,No,No,No,Excellent,Low
1350,35,Male,5,Finance,10293,Poor,Very High,Average,1,No,48,Bachelor’s Degree,Married,0,Mid,Small,19,No,Yes,No,Poor,High
29420,18,Male,10,Healthcare,10138,Fair,Very High,High,2,No,92,Associate Degree,Married,2,Entry,Small,37,No,No,No,Fair,Low
56057,43,Male,15,Technology,8129,Good,Low,Average,3,No,42,Associate Degree,Married,3,Entry,Small,25,No,No,No,Poor,Low
15573,34,Female,8,Healthcare,8012,Poor,High,Average,0,Yes,47,Master’s Degree,Single,0,Entry,Medium,10,No,No,No,Good,Medium
31784,44,Female,4,Technology,6205,Excellent,Medium,High,0,Yes,58,Associate Degree,Married,2,Mid,Large,45,No,No,Yes,Fair,Medium
22836,56,Male,42,Media,5405,Poor,High,High,0,No,80,Bachelor’s Degree,Married,0,Entry,Small,60,No,No,No,Good,Low
16049,24,Female,14,Technology,12597,Fair,Very High,Average,0,Yes,30,Associate Degree,Married,6,Entry,Medium,26,No,No,No,Good,High
58049,37,Female,22,Education,5734,Excellent,High,Average,2,No,66,Bachelor’s Degree,Married,1,Senior,Large,51,No,No,No,Poor,Low
33820,56,Female,48,Technology,9570,Poor,High,Average,0,No,6,Bachelor’s Degree,Single,0,Entry,Large,88,No,No,No,Fair,Medium
70706,55,Female,6,Technology,8716,Poor,High,Average,2,Yes,26,Associate Degree,Married,1,Entry,Small,60,No,No,No,Good,Medium
54932,55,Male,1,Healthcare,9397,Good,High,Average,0,No,67,Bachelor’s Degree,Single,1,Mid,Small,52,No,No,No,Good,Low
10194,40,Female,22,Healthcare,8517,Fair,Medium,Average,2,Yes,4,PhD,Married,1,Entry,Small,65,No,No,No,Poor,Medium
42088,45,Male,37,Healthcare,9687,Good,Very High,Average,1,No,37,High School,Single,4,Entry,Large,56,No,No,No,Good,Low
68493,43,Male,32,Healthcare,8626,Poor,Low,Low,0,No,16,Associate Degree,Married,0,Entry,Medium,60,No,No,No,Excellent,High
29668,51,Male,20,Healthcare,9565,Fair,Medium,Average,2,Yes,99,High School,Divorced,2,Mid,Large,72,No,No,No,Good,High
56065,23,Male,6,Finance,7390,Good,High,Average,1,No,89,PhD,Married,0,Senior,Small,10,No,No,Yes,Good,Low
16870,33,Male,12,Education,4662,Good,High,High,0,No,99,Associate Degree,Single,2,Mid,Medium,87,No,No,No,Good,High
18957,55,Male,7,Healthcare,8274,Fair,Very High,Average,0,Yes,40,Master’s Degree,Married,3,Entry,Small,11,No,No,No,Good,Medium
41502,30,Female,3,Technology,9776,Fair,Medium,Average,4,No,48,Associate Degree,Married,2,Senior,Medium,57,No,No,No,Excellent,Very High
23762,37,Male,7,Media,5981,Fair,Very High,Average,0,No,54,Associate Degree,Married,1,Entry,Large,37,No,No,No,Good,Low
39627,42,Male,6,Finance,6985,Fair,High,Average,0,No,98,Associate Degree,Divorced,1,Entry,Medium,49,No,No,No,Good,High
8490,56,Male,46,Media,6599,Good,High,Average,1,No,94,Bachelor’s Degree,Single,3,Senior,Medium,84,Yes,No,Yes,Poor,Low
45291,28,Female,8,Technology,9977,Good,Very High,Average,1,No,18,Bachelor’s Degree,Divorced,3,Entry,Small,9,No,No,No,Fair,Medium
44664,58,Female,21,Media,6143,Fair,Very High,High,0,Yes,60,High School,Married,0,Entry,Large,56,No,No,No,Fair,High
17521,44,Female,4,Media,5190,Excellent,High,Average,1,Yes,78,Bachelor’s Degree,Single,3,Senior,Medium,40,No,No,No,Good,Low
24220,30,Female,4,Healthcare,8554,Fair,Medium,Low,0,Yes,69,Master’s Degree,Single,1,Entry,Medium,40,No,No,No,Fair,High
64738,34,Male,10,Finance,8593,Good,High,Below Average,2,No,30,Bachelor’s Degree,Single,3,Mid,Large,61,No,Yes,Yes,Good,Medium
21440,47,Male,13,Finance,9283,Good,Medium,Below Average,1,Yes,7,Associate Degree,Divorced,2,Mid,Medium,77,No,No,No,Poor,High
46462,55,Male,33,Media,5733,Good,High,Low,0,Yes,5,Associate Degree,Married,3,Senior,Medium,92,Yes,No,No,Good,Medium
44396,53,Male,11,Education,3229,Fair,Medium,Average,0,No,10,PhD,Married,5,Mid,Small,55,No,No,Yes,Good,High
50184,46,Male,20,Healthcare,8479,Fair,High,Average,0,No,8,High School,Divorced,2,Entry,Medium,70,No,No,No,Good,Low
70559,28,Male,10,Healthcare,9162,Fair,Medium,Low,1,No,35,Associate Degree,Married,3,Mid,Small,22,No,No,No,Good,Low
60790,41,Male,8,Education,4219,Good,High,High,0,No,35,Bachelor’s Degree,Divorced,0,Mid,Small,31,No,No,No,Good,Medium
63261,34,Female,24,Media,6126,Poor,High,Average,2,Yes,67,PhD,Married,2,Mid,Large,42,No,No,No,Fair,Low
61319,20,Male,10,Finance,7701,Excellent,Very High,Average,1,No,30,Associate Degree,Married,0,Mid,Medium,59,No,No,No,Good,Low
9823,51,Male,40,Technology,8252,Excellent,Medium,Below Average,0,No,51,Bachelor’s Degree,Divorced,3,Entry,Small,44,No,No,No,Excellent,High
13184,23,Male,12,Education,2793,Fair,Medium,Below Average,3,Yes,74,Master’s Degree,Married,3,Entry,Large,76,No,No,No,Fair,Low
58626,49,Female,30,Healthcare,7789,Good,Low,High,1,No,99,Master’s Degree,Single,3,Entry,Small,88,No,No,No,Poor,High
74250,58,Female,11,Technology,9069,Good,High,Average,1,No,79,High School,Single,1,Senior,Large,83,No,No,No,Good,High
47848,18,Female,7,Education,3864,Fair,High,Average,1,No,67,Bachelor’s Degree,Married,3,Entry,Small,12,No,No,No,Good,Low
63197,48,Male,36,Technology,9755,Good,High,Average,0,No,92,High School,Married,4,Senior,Small,40,No,No,No,Fair,Medium
67845,52,Female,15,Technology,7628,Fair,High,Average,0,Yes,29,Bachelor’s Degree,Divorced,1,Entry,Large,17,No,No,No,Good,Low
40562,49,Male,26,Media,5264,Fair,Medium,Low,0,No,73,Associate Degree,Married,3,Senior,Small,39,Yes,No,Yes,Good,High
22051,53,Male,9,Technology,10021,Fair,Medium,Average,0,No,45,High School,Single,0,Entry,Medium,15,No,No,No,Good,High
43637,37,Male,24,Healthcare,7427,Excellent,Very High,Average,0,Yes,27,Bachelor’s Degree,Married,1,Mid,Large,60,No,No,No,Good,Medium
42985,53,Male,43,Education,4098,Fair,Very High,Average,2,Yes,58,High School,Married,1,Entry,Small,80,No,No,No,Good,Low
30412,43,Female,5,Media,6147,Poor,High,Average,1,Yes,13,Master’s Degree,Divorced,0,Entry,Small,55,Yes,Yes,Yes,Poor,High
37315,19,Female,6,Technology,6822,Fair,High,Average,1,No,26,Master’s Degree,Divorced,1,Mid,Small,48,No,No,Yes,Poor,Medium
49415,40,Male,17,Education,4806,Excellent,Low,Average,0,Yes,97,Associate Degree,Married,1,Mid,Small,56,No,No,No,Poor,Medium
55525,46,Male,9,Technology,7104,Good,Low,Average,1,Yes,80,High School,Married,0,Mid,Medium,88,No,No,No,Good,Low
871,19,Male,10,Technology,7980,Excellent,High,Below Average,0,No,46,Master’s Degree,Married,4,Entry,Small,85,No,No,No,Good,High
33901,53,Female,15,Media,6157,Excellent,High,Average,2,Yes,60,Master’s Degree,Single,0,Senior,Medium,64,No,No,No,Good,Low
54535,36,Male,7,Finance,11219,Good,Medium,Below Average,1,No,28,High School,Married,1,Entry,Large,34,Yes,No,No,Good,Low
60957,47,Female,1,Healthcare,6821,Fair,Medium,Below Average,1,Yes,5,Bachelor’s Degree,Married,2,Mid,Medium,75,No,No,No,Good,High
61964,28,Female,15,Healthcare,8816,Fair,Medium,Average,0,Yes,87,Master’s Degree,Single,5,Entry,Medium,30,No,No,No,Good,Medium
64694,19,Female,5,Finance,5998,Excellent,Very High,High,2,No,63,Master’s Degree,Married,2,Mid,Large,22,No,No,No,Good,High
30752,20,Male,9,Technology,6864,Poor,High,Low,2,Yes,90,High School,Single,3,Entry,Small,49,No,No,No,Poor,Low
4470,19,Male,11,Finance,4748,Excellent,High,Average,1,Yes,94,High School,Single,1,Mid,Medium,71,No,Yes,No,Good,Medium
49338,29,Male,20,Media,5657,Good,Very High,High,2,No,28,PhD,Married,4,Mid,Large,25,Yes,No,Yes,Good,Low
6294,52,Male,43,Finance,10457,Good,High,Average,0,No,82,Bachelor’s Degree,Single,0,Mid,Medium,78,No,No,No,Good,Medium
1170,28,Male,19,Technology,9691,Good,High,Low,0,No,25,Associate Degree,Single,0,Mid,Medium,91,No,No,No,Poor,Low
26064,32,Female,8,Education,5351,Good,High,High,2,No,42,Associate Degree,Married,0,Entry,Small,47,No,No,No,Poor,Medium
61669,58,Female,16,Media,7027,Excellent,High,High,0,No,53,Master’s Degree,Married,2,Mid,Medium,81,Yes,No,No,Good,Low
60556,27,Female,12,Media,4976,Good,High,Average,0,Yes,76,High School,Married,1,Senior,Medium,35,Yes,No,Yes,Good,Medium
17931,32,Male,22,Technology,9286,Good,Very High,High,3,No,60,Bachelor’s Degree,Divorced,4,Mid,Large,91,No,No,No,Fair,Medium
55967,27,Male,16,Healthcare,7177,Excellent,Very High,Average,0,Yes,55,High School,Divorced,4,Senior,Small,40,No,No,No,Fair,Low
68504,33,Male,7,Healthcare,8823,Excellent,High,Average,0,No,69,Bachelor’s Degree,Married,2,Mid,Large,38,No,No,Yes,Fair,Medium
74462,59,Male,31,Media,6024,Good,Medium,Average,0,No,71,Bachelor’s Degree,Married,0,Entry,Medium,85,No,No,No,Fair,Low
